"NOME";"UNIDADE DE FEDERACAO/PAIS";"CARGO";"NUMERO";"PARTIDO"
"ROSANA MAGALI GOMES MARQUES";"SAO PAULO";"DEPUTADO ESTADUAL";"40164";"PARTIDO SOCIALISTA BRASILEIRO"
"ROSANE MASSULO DA SILVA BORDIGNON";"RIO GRANDE DO SUL";"DEPUTADO ESTADUAL";"12555";"PARTIDO DEMOCRATICO TRABALHISTA"
"ROSANGELA DE SOUZA CUNHA";"SANTA CATARINA";"DEPUTADO FEDERAL";"1503";"MOVIMENTO DEMOCRATICO BRASILEIRO"
"ROSELI LOPES";"RONDONIA";"DEPUTADO ESTADUAL";"36110";"PARTIDO TRABALHISTA CRISTAO"
"ROSEMARY MACANEIRO";"PARA";"DEPUTADO ESTADUAL";"31258";"PARTIDO HUMANISTA DA SOLIDARIEDADE"
"ROSERENE SILVA COSTA";"ESPIRITO SANTO";"DEPUTADO ESTADUAL";"25700";"DEMOCRATAS"
"ROSIANE FERREIRA DE MATOS GUIMARAES";"SAO PAULO";"DEPUTADO ESTADUAL";"70090";"AVANTE"
"ROSILDA PEREIRA TEIXEIRA";"MARANHAO";"DEPUTADO ESTADUAL";"33001";"PARTIDO DA MOBILIZACAO NACIONAL"
"ROSILDO CASSIANO CORREA";"ACRE";"DEPUTADO ESTADUAL";"55122";"PARTIDO SOCIAL DEMOCRATICO"
"ROSILENE ALVES BRANDAO E SILVA";"GOIAS";"DEPUTADO ESTADUAL";"65020";"PARTIDO COMUNISTA DO BRASIL"
"ROSILENE DE OLIVEIRA SANTOS";"MINAS GERAIS";"DEPUTADO ESTADUAL";"77287";"SOLIDARIEDADE"
"ROSIMERI SOARES AMARAL GOMES";"RIO DE JANEIRO";"DEPUTADO ESTADUAL";"28041";"PARTIDO RENOVADOR TRABALHISTA BRASILEIRO"
"ROSINETE FRANCELINO DE CARVALHO FLORENCIO";"PERNAMBUCO";"DEPUTADO ESTADUAL";"19555";"PODEMOS"
"ROSIVALDO DE ANDRADE MONTEIRO";"AMAPA";"DEPUTADO ESTADUAL";"22666";"PARTIDO DA REPUBLICA"
"ROSSANO PERES FARIAS";"RIO GRANDE DO SUL";"DEPUTADO ESTADUAL";"40321";"PARTIDO SOCIALISTA BRASILEIRO"
"ROZANIL GUIMARAES";"MATO GROSSO";"DEPUTADO FEDERAL";"5022";"PARTIDO SOCIALISMO E LIBERDADE"
"ROZELITA DOS SANTOS DA SILVA";"PARAIBA";"DEPUTADO FEDERAL";"7030";"AVANTE"
"ROZINETE LUCIANA SOUZA DE LIMA MAIA";"AMAPA";"DEPUTADO FEDERAL";"3190";"PARTIDO HUMANISTA DA SOLIDARIEDADE"
"RUBERLANDIA LOPES DE CAMPOS";"ACRE";"DEPUTADO ESTADUAL";"11678";"PARTIDO PROGRESSISTA"
"RUBIA PEREIRA LIMA ADELINO";"MINAS GERAIS";"DEPUTADO ESTADUAL";"28017";"PARTIDO RENOVADOR TRABALHISTA BRASILEIRO"
"RUBIA SILVA CARDOSO";"RIO DE JANEIRO";"DEPUTADO ESTADUAL";"31702";"PARTIDO HUMANISTA DA SOLIDARIEDADE"
"RUTHMAR XAVIER BENICIO";"CEARA";"DEPUTADO ESTADUAL";"22555";"PARTIDO DA REPUBLICA"
"SAIMON EDUARDO DA PAZ MACHADO";"AMAZONAS";"DEPUTADO ESTADUAL";"45451";"PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA"
"SAMANTA BATTARA ARAUJO MENEGUESSO";"SAO PAULO";"DEPUTADO ESTADUAL";"22445";"PARTIDO DA REPUBLICA"
"SAMIA GOMES DE SOUZA";"RONDONIA";"DEPUTADO ESTADUAL";"27211";"DEMOCRACIA CRISTA"
"SAMUEL CARNEIRO BERNARDO";"PARA";"DEPUTADO ESTADUAL";"65235";"PARTIDO COMUNISTA DO BRASIL"
"SAMYA REGINA SANTOS";"MARANHAO";"DEPUTADO FEDERAL";"5400";"PARTIDO PATRIA LIVRE"
"SAMYR MALTA AMARAL";"ALAGOAS";"DEPUTADO ESTADUAL";"36999";"PARTIDO TRABALHISTA CRISTAO"
"SANDRA FERREIRA ALVES TORRES";"RIO DE JANEIRO";"DEPUTADO ESTADUAL";"90728";"PARTIDO REPUBLICANO DA ORDEM SOCIAL"
"SANDRA REGINA DOS SANTOS BOTASIM";"SAO PAULO";"DEPUTADO ESTADUAL";"22645";"PARTIDO DA REPUBLICA"
"SANDRO LUCIANO TORRES ARAUJO";"MINAS GERAIS";"DEPUTADO ESTADUAL";"23633";"PARTIDO POPULAR SOCIALISTA"
"SANDRO ROBERTO MORAES CAMPOS";"RORAIMA";"DEPUTADO ESTADUAL";"70300";"AVANTE"
"SARA DE FATIMA BORGES";"RIO GRANDE DO SUL";"DEPUTADO ESTADUAL";"19193";"PODEMOS"
"SARAH AIDAR MARIANO REGO";"DISTRITO FEDERAL";"DEPUTADO DISTRITAL";"17999";"PARTIDO SOCIAL LIBERAL"
"SARAY ALVES BATISTA";"TOCANTINS";"DEPUTADO ESTADUAL";"13050";"PARTIDO DOS TRABALHADORES"
"SAUL ARAUJO E CARVALHO";"PIAUI";"DEPUTADO ESTADUAL";"44888";"PARTIDO REPUBLICANO PROGRESSISTA"
"SEBASTIANA OLIVEIRA ROSA";"GOIAS";"DEPUTADO ESTADUAL";"28756";"PARTIDO RENOVADOR TRABALHISTA BRASILEIRO"
"SEBASTIAO GERALDO DA SILVA";"MINAS GERAIS";"DEPUTADO ESTADUAL";"20347";"PARTIDO SOCIAL CRISTAO"
"SEBASTIAO JOSE DE OLIVEIRA";"GOIAS";"DEPUTADO ESTADUAL";"65345";"PARTIDO COMUNISTA DO BRASIL"
"SELMA APARECIDA DE ANDRADE SULEIMAN";"MATO GROSSO DO SUL";"DEPUTADO FEDERAL";"1580";"MOVIMENTO DEMOCRATICO BRASILEIRO"
"SENIRA RODRIGUES RAMALHO";"DISTRITO FEDERAL";"DEPUTADO FEDERAL";"1005";"PARTIDO REPUBLICANO BRASILEIRO"
"SERGIO GOMES DE SOUSA";"GOIAS";"DEPUTADO ESTADUAL";"33233";"PARTIDO DA MOBILIZACAO NACIONAL"
"SERGIO NOGUEIRA";"MATO GROSSO DO SUL";"DEPUTADO ESTADUAL";"45690";"PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA"
"SERGIO PEREIRA";"PARANA";"2º SUPLENTE";"177";"PARTIDO SOCIAL LIBERAL"
"SERGIO PINTO DA SILVA";"RIO DE JANEIRO";"DEPUTADO ESTADUAL";"22330";"PARTIDO DA REPUBLICA"
"SERGIO ROBERTO MELE";"SAO PAULO";"DEPUTADO ESTADUAL";"51115";"PATRIOTA"
"SEVERINA DO CARMO SANTOS SALLES";"PERNAMBUCO";"DEPUTADO FEDERAL";"2811";"PARTIDO RENOVADOR TRABALHISTA BRASILEIRO"
"SEVERINO RAMOS DA SILVA";"SAO PAULO";"DEPUTADO FEDERAL";"4430";"PARTIDO REPUBLICANO PROGRESSISTA"
"SHEILA DOS SANTOS DO NASCIMENTO";"RONDONIA";"DEPUTADO ESTADUAL";"13222";"PARTIDO DOS TRABALHADORES"
"SHEYLA MARIA NUNES SANTOS";"BAHIA";"DEPUTADO FEDERAL";"4512";"PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA"
"SHIRLENE DA SILVA GUIMARAES";"RIO DE JANEIRO";"DEPUTADO ESTADUAL";"65179";"PARTIDO COMUNISTA DO BRASIL"
"SHIRLEY GUIMARAES COSTA";"SAO PAULO";"DEPUTADO FEDERAL";"2709";"DEMOCRACIA CRISTA"
"SIDINEIA DIAS DA SILVA";"MINAS GERAIS";"DEPUTADO ESTADUAL";"70905";"AVANTE"
"SILAS RODRIGUES BENTO";"RIO DE JANEIRO";"DEPUTADO ESTADUAL";"17622";"PARTIDO SOCIAL LIBERAL"
"SILENE MARIA SAO JOSE DE MELO";"SAO PAULO";"DEPUTADO FEDERAL";"2773";"DEMOCRACIA CRISTA"
"SILVANA DA LUZ COSTA";"MINAS GERAIS";"DEPUTADO FEDERAL";"5460";"PARTIDO PATRIA LIVRE"
"SILVANA SOUSA OLIVEIRA";"BAHIA";"DEPUTADO FEDERAL";"3621";"PARTIDO TRABALHISTA CRISTAO"
"SILVANE LIMA DA SILVA";"RONDONIA";"DEPUTADO FEDERAL";"2777";"DEMOCRACIA CRISTA"
"SILVIA CORREA ESTEFANELI";"RIO DE JANEIRO";"DEPUTADO FEDERAL";"7730";"SOLIDARIEDADE"
"SILVIA HELENA FREGONESI ROSSIT ZAMITH";"SAO PAULO";"DEPUTADO FEDERAL";"4506";"PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA"
"SILVIA LETICIA DE ASSIS PEREIRA";"PIAUI";"DEPUTADO FEDERAL";"2007";"PARTIDO SOCIAL CRISTAO"
"SILVINO ABREU";"MARANHAO";"DEPUTADO ESTADUAL";"28123";"PARTIDO RENOVADOR TRABALHISTA BRASILEIRO"
"SILVIO BISPO DOS ANJOS";"BAHIA";"DEPUTADO ESTADUAL";"31670";"PARTIDO HUMANISTA DA SOLIDARIEDADE"
"SILVIO PEIXOTO DE OLIVEIRA";"AMAZONAS";"DEPUTADO FEDERAL";"2730";"DEMOCRACIA CRISTA"
"SILVIO ROBERTO CORSINO DO CARMO";"RONDONIA";"DEPUTADO ESTADUAL";"16789";"PARTIDO SOCIALISTA DOS TRABALHADORES UNIFICADO"
"SILVIO SILVESTRE DA SILVA";"RIO DE JANEIRO";"DEPUTADO ESTADUAL";"65008";"PARTIDO COMUNISTA DO BRASIL"
"SIMAO ADRIANO DE SA";"RONDONIA";"DEPUTADO ESTADUAL";"43999";"PARTIDO VERDE"
"SIMONE DIAS LIMA";"GOIAS";"DEPUTADO ESTADUAL";"15630";"MOVIMENTO DEMOCRATICO BRASILEIRO"
"SIMONE DO SOCORRO GOMES PINHEIRO";"AMAPA";"DEPUTADO ESTADUAL";"65165";"PARTIDO COMUNISTA DO BRASIL"
"SOLANGE ASSIMOS CARRIOLO";"RIO DE JANEIRO";"DEPUTADO ESTADUAL";"10700";"PARTIDO REPUBLICANO BRASILEIRO"
"SOLANGE BARROS RIBEIRO";"RONDONIA";"DEPUTADO ESTADUAL";"36421";"PARTIDO TRABALHISTA CRISTAO"
"SOLANGE DA SILVA BANDEIRA";"PARA";"DEPUTADO ESTADUAL";"28028";"PARTIDO RENOVADOR TRABALHISTA BRASILEIRO"
"SOLANGE DE SOUZA";"RORAIMA";"DEPUTADO ESTADUAL";"51258";"PATRIOTA"
"SOLANGE MARIA OLIVEIRA DA PAIXAO";"CEARA";"DEPUTADO ESTADUAL";"12766";"PARTIDO DEMOCRATICO TRABALHISTA"
"SOLANGE ROSA OLIVEIRA DOS SANTOS";"RIO DE JANEIRO";"DEPUTADO ESTADUAL";"31302";"PARTIDO HUMANISTA DA SOLIDARIEDADE"
"SOLIANE DA SILVA BARROSO";"AMAZONAS";"DEPUTADO FEDERAL";"3512";"PARTIDO DA MULHER BRASILEIRA"
"SOLON SILVIO GARCEZ DE MENDONCA";"GOIAS";"DEPUTADO FEDERAL";"5152";"PATRIOTA"
"SONNALY ANDRADE XAVIER";"PARAIBA";"DEPUTADO FEDERAL";"2340";"PARTIDO POPULAR SOCIALISTA"
"SORAYA DELFINO BRAGA SILVA";"MINAS GERAIS";"DEPUTADO ESTADUAL";"77131";"SOLIDARIEDADE"
"SORAYA MICHELS RICHTER";"SANTA CATARINA";"DEPUTADO ESTADUAL";"45688";"PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA"
"STEFANIA RODRIGUES SALVIATI";"SAO PAULO";"DEPUTADO ESTADUAL";"15011";"MOVIMENTO DEMOCRATICO BRASILEIRO"
"STENIO DOS SANTOS REZENDE";"MARANHAO";"DEPUTADO ESTADUAL";"25025";"DEMOCRATAS"
"SUEIDES FERNANDES MACHADO";"GOIAS";"DEPUTADO ESTADUAL";"20444";"PARTIDO SOCIAL CRISTAO"
"SUELEN DA SILVA MODESTO";"AMAZONAS";"DEPUTADO ESTADUAL";"14789";"PARTIDO TRABALHISTA BRASILEIRO"
"SUELI CORDEIRO MENDES";"MINAS GERAIS";"DEPUTADO ESTADUAL";"70110";"AVANTE"
"SUELY MENDES DA SILVA";"MINAS GERAIS";"DEPUTADO FEDERAL";"7722";"SOLIDARIEDADE"
"SULAMITA FERREIRA MOTA BUTTENBENDER";"RORAIMA";"DEPUTADO ESTADUAL";"27222";"DEMOCRACIA CRISTA"
"SYLVIO MIRANDA JUNIOR";"MINAS GERAIS";"DEPUTADO FEDERAL";"4094";"PARTIDO SOCIALISTA BRASILEIRO"
"TAISSA ARAUJO PEREIRA";"AMAPA";"DEPUTADO FEDERAL";"2018";"PARTIDO SOCIAL CRISTAO"
"TALITA GADELHA ALMEIDA";"AMAZONAS";"DEPUTADO ESTADUAL";"33289";"PARTIDO DA MOBILIZACAO NACIONAL"
"TAMIRES DE SOUZA COSTA DE PAULA";"SAO PAULO";"DEPUTADO ESTADUAL";"17751";"PARTIDO SOCIAL LIBERAL"
"TANCY REZENDE SILVA DE MORAIS";"DISTRITO FEDERAL";"DEPUTADO DISTRITAL";"28000";"PARTIDO RENOVADOR TRABALHISTA BRASILEIRO"
"TANIA DE MOURA MORATO RESENDE";"MINAS GERAIS";"DEPUTADO ESTADUAL";"45350";"PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA"
"TANIA MARIA PORTO CANTALICE";"MARANHAO";"DEPUTADO FEDERAL";"1766";"PARTIDO SOCIAL LIBERAL"
"TANIA MARQUES SILVA";"DISTRITO FEDERAL";"DEPUTADO DISTRITAL";"17444";"PARTIDO SOCIAL LIBERAL"
"TARSIS DA SILVA RODRIGUES DE ANDRADE MARCOLINO";"SAO PAULO";"DEPUTADO ESTADUAL";"36012";"PARTIDO TRABALHISTA CRISTAO"
"TATIANA MOREIRA ALVAREZ";"SAO PAULO";"DEPUTADO FEDERAL";"1772";"PARTIDO SOCIAL LIBERAL"
"TATIANA SANTOS PORTELA CARVALHO";"MARANHAO";"DEPUTADO ESTADUAL";"17004";"PARTIDO SOCIAL LIBERAL"
"TATIANE VELOSO RIBEIRO";"MINAS GERAIS";"DEPUTADO FEDERAL";"7049";"AVANTE"
"TATIELE DIAS DOS SANTOS";"GOIAS";"DEPUTADO ESTADUAL";"22777";"PARTIDO DA REPUBLICA"
"TELMA SILVA SANTOS";"RONDONIA";"DEPUTADO ESTADUAL";"16016";"PARTIDO SOCIALISTA DOS TRABALHADORES UNIFICADO"
"TEREZA BEATRIZ KRAICZK";"SANTA CATARINA";"DEPUTADO FEDERAL";"1967";"PODEMOS"
"TEREZA RAMOS DOS SANTOS DA SILVA";"SAO PAULO";"DEPUTADO ESTADUAL";"44247";"PARTIDO REPUBLICANO PROGRESSISTA"
"TEREZA RIBEIRO XAVIER";"GOIAS";"DEPUTADO FEDERAL";"1530";"MOVIMENTO DEMOCRATICO BRASILEIRO"
"TEREZINHA VIEIRA MAIA";"SAO PAULO";"DEPUTADO ESTADUAL";"90122";"PARTIDO REPUBLICANO DA ORDEM SOCIAL"
"THAIS BORGES NERY";"ESPIRITO SANTO";"DEPUTADO ESTADUAL";"11564";"PARTIDO PROGRESSISTA"
"THAIS CRISTINA DA COSTA GRACA";"ACRE";"DEPUTADO ESTADUAL";"27222";"DEMOCRACIA CRISTA"
"THAIS PORTELA ROCHA BARBOSA";"MARANHAO";"DEPUTADO ESTADUAL";"17511";"PARTIDO SOCIAL LIBERAL"
"THALITA GUIMARAES GODINHO DE MORAIS";"MATO GROSSO";"DEPUTADO ESTADUAL";"20000";"PARTIDO SOCIAL CRISTAO"
"THALITA PEREIRA RIBEIRO";"TOCANTINS";"DEPUTADO ESTADUAL";"35123";"PARTIDO DA MULHER BRASILEIRA"
"THAMIRYS RIBEIRO ANDRADE";"ACRE";"DEPUTADO ESTADUAL";"33123";"PARTIDO DA MOBILIZACAO NACIONAL"
"THAMYRES CRISTINA MARTINELLI";"RIO DE JANEIRO";"DEPUTADO ESTADUAL";"55022";"PARTIDO SOCIAL DEMOCRATICO"
"THIAGO AUGUSTO AZEVEDO MARANHAO CARDOSO";"MARANHAO";"1º SUPLENTE";"455";"PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA"
"THIAGO THADEU LAMAISON MARTINS";"RIO GRANDE DO SUL";"2º SUPLENTE";"190";"PODEMOS"
"THIAGO VIRGILIO TEIXEIRA DE SOUZA";"RIO DE JANEIRO";"DEPUTADO ESTADUAL";"36611";"PARTIDO TRABALHISTA CRISTAO"
"THOMAZ AUGUSTO AMARAL NEVES";"PARANA";"DEPUTADO ESTADUAL";"20080";"PARTIDO SOCIAL CRISTAO"
"TIAGO DE MEDEIROS ALMEIDA";"RIO GRANDE DO NORTE";"DEPUTADO ESTADUAL";"45222";"PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA"
"TIAGO RODRIGUES DA SILVA";"SAO PAULO";"DEPUTADO ESTADUAL";"18357";"REDE SUSTENTABILIDADE"
"TIAGO TARSIS ADALDO";"DISTRITO FEDERAL";"2º SUPLENTE";"544";"AVANTE"
"TITO SOARES PAZ";"RONDONIA";"SENADOR";"161";"PARTIDO SOCIALISTA DOS TRABALHADORES UNIFICADO"
"UBIRATAN DE OLIVEIRA ANGELO";"RIO DE JANEIRO";"DEPUTADO ESTADUAL";"23190";"PARTIDO POPULAR SOCIALISTA"
"UEDSON VIEIRA ";"GOIAS";"DEPUTADO FEDERAL";"5088";"PARTIDO SOCIALISMO E LIBERDADE"
"ULYSSES CABETTE NOOBLATH";"PARA";"DEPUTADO FEDERAL";"3122";"PARTIDO HUMANISTA DA SOLIDARIEDADE"
"VAGNER LUIS COPEINSKI";"SAO PAULO";"DEPUTADO ESTADUAL";"18700";"REDE SUSTENTABILIDADE"
"VAGNER PERDIGAO SILVA";"MINAS GERAIS";"DEPUTADO FEDERAL";"3303";"PARTIDO DA MOBILIZACAO NACIONAL"
"VAGNO VALERIO ORIAS";"PARANA";"DEPUTADO ESTADUAL";"90999";"PARTIDO REPUBLICANO DA ORDEM SOCIAL"
"VALDEIR PIMENTA DE PADUA";"GOIAS";"DEPUTADO FEDERAL";"1516";"MOVIMENTO DEMOCRATICO BRASILEIRO"
"VALDEMIR GOMES DA SILVA";"SERGIPE";"DEPUTADO ESTADUAL";"43111";"PARTIDO VERDE"
"VALDERIR PEREIRA DOS SANTOS";"GOIAS";"DEPUTADO FEDERAL";"5190";"PATRIOTA"
"VALDETE DE SOUZA";"ACRE";"DEPUTADO ESTADUAL";"33567";"PARTIDO DA MOBILIZACAO NACIONAL"
"VALDILENE QUEIROZ DE LIMA";"PARAIBA";"DEPUTADO ESTADUAL";"70001";"AVANTE"
"VALDINEI PEREIRA DE SOUZA";"MATO GROSSO DO SUL";"DEPUTADO FEDERAL";"4345";"PARTIDO VERDE"
"VALDINEI PEREIRA GOMES";"RONDONIA";"1º SUPLENTE";"280";"PARTIDO RENOVADOR TRABALHISTA BRASILEIRO"
"VALDINEI QUEIROZ DA SILVA";"RONDONIA";"DEPUTADO FEDERAL";"3505";"PARTIDO DA MULHER BRASILEIRA"
"VALDIRA MENDES DE SOUZA";"AMAZONAS";"DEPUTADO ESTADUAL";"43012";"PARTIDO VERDE"
"VALDIRENE BATISTA DE OLIVEIRA";"MINAS GERAIS";"DEPUTADO FEDERAL";"5490";"PARTIDO PATRIA LIVRE"
"VALDIVAM GOMES COSTA";"PARAIBA";"DEPUTADO ESTADUAL";"25158";"DEMOCRATAS"
"VALERIA CORREIA BRITO";"MINAS GERAIS";"DEPUTADO FEDERAL";"7039";"AVANTE"
"VALERIA MARIA ASSAD DE MATOS";"MINAS GERAIS";"DEPUTADO FEDERAL";"4008";"PARTIDO SOCIALISTA BRASILEIRO"
"VALERIANA RODRIGUES RAMOS";"SAO PAULO";"DEPUTADO FEDERAL";"1455";"PARTIDO TRABALHISTA BRASILEIRO"
"VALFREDO CABRAL ARAUJO SIMIEMA";"GOIAS";"DEPUTADO ESTADUAL";"90036";"PARTIDO REPUBLICANO DA ORDEM SOCIAL"
"VALMIR GONCALVES DA SILVA";"SERGIPE";"DEPUTADO FEDERAL";"2121";"PARTIDO COMUNISTA BRASILEIRO"
"VALMIRO PEDREIRA DE JESUS";"BAHIA";"DEPUTADO ESTADUAL";"28887";"PARTIDO RENOVADOR TRABALHISTA BRASILEIRO"
"VALQUIRIA CARDOSO SANTOS MANOEL";"SAO PAULO";"DEPUTADO ESTADUAL";"40161";"PARTIDO SOCIALISTA BRASILEIRO"
"VALQUIRIA DAS NEVES RIBEIRO";"MARANHAO";"DEPUTADO ESTADUAL";"13713";"PARTIDO DOS TRABALHADORES"
"VALTER DE MELO";"RONDONIA";"DEPUTADO ESTADUAL";"15015";"MOVIMENTO DEMOCRATICO BRASILEIRO"
"VANDA DE OLIVEIRA SILVA";"ACRE";"DEPUTADO FEDERAL";"1245";"PARTIDO DEMOCRATICO TRABALHISTA"
"VANDERLEI PIVA";"RONDONIA";"DEPUTADO FEDERAL";"4414";"PARTIDO REPUBLICANO PROGRESSISTA"
"VANDERSON MEDEIROS DE MENEZES";"ALAGOAS";"DEPUTADO ESTADUAL";"17321";"PARTIDO SOCIAL LIBERAL"
"VANELLI DORATIOTO DAMO";"SAO PAULO";"DEPUTADO FEDERAL";"1020";"PARTIDO REPUBLICANO BRASILEIRO"
"VANESSA CRISTINA CUSTODIA";"DISTRITO FEDERAL";"DEPUTADO FEDERAL";"9006";"PARTIDO REPUBLICANO DA ORDEM SOCIAL"
"VANESSA PINTO BRASILEIRO LOPES";"RIO GRANDE DO NORTE";"DEPUTADO FEDERAL";"5544";"PARTIDO SOCIAL DEMOCRATICO"
"VANESSA SIMOES DA COSTA";"SAO PAULO";"DEPUTADO FEDERAL";"5184";"PATRIOTA"
"VANESSA SOUZA SILVA";"SAO PAULO";"DEPUTADO ESTADUAL";"27555";"DEMOCRACIA CRISTA"
"VANESSA TORRES DOS SANTOS";"SERGIPE";"DEPUTADO FEDERAL";"2111";"PARTIDO COMUNISTA BRASILEIRO"
"VANIA JOELMA MORALES PILON";"RONDONIA";"DEPUTADO ESTADUAL";"40541";"PARTIDO SOCIALISTA BRASILEIRO"
"VANIA MARIA FAQUIM SANTANA";"MINAS GERAIS";"DEPUTADO ESTADUAL";"70369";"AVANTE"
"VANICE MACEDO NUNES";"PIAUI";"DEPUTADO ESTADUAL";"31258";"PARTIDO HUMANISTA DA SOLIDARIEDADE"
"VENICIO LEITE DE OLIVEIRA";"MATO GROSSO DO SUL";"2º SUPLENTE";"190";"PODEMOS"
"VERA LUCIA DA SILVA RANU";"SAO PAULO";"DEPUTADO FEDERAL";"2850";"PARTIDO RENOVADOR TRABALHISTA BRASILEIRO"
"VERA LUCIA LOPES VIEIRA";"PERNAMBUCO";"DEPUTADO ESTADUAL";"23655";"PARTIDO POPULAR SOCIALISTA"
"VERONICA PAEMA DA SILVA";"RONDONIA";"1º SUPLENTE";"351";"PARTIDO DA MULHER BRASILEIRA"
"VICENTE FERREIRA DE ARRUDA COELHO";"CEARA";"DEPUTADO FEDERAL";"2255";"PARTIDO DA REPUBLICA"
"VICTOR HUGO NOBLE TEIXEIRA";"PARANA";"DEPUTADO FEDERAL";"1525";"MOVIMENTO DEMOCRATICO BRASILEIRO"
"VILMA COSTA DE ABREU";"MINAS GERAIS";"DEPUTADO FEDERAL";"1451";"PARTIDO TRABALHISTA BRASILEIRO"
"VILMA MARIA PEREIRA FABRICIO";"GOIAS";"DEPUTADO ESTADUAL";"15018";"MOVIMENTO DEMOCRATICO BRASILEIRO"
"VILMA ROSARIO DAS NEVES";"MINAS GERAIS";"DEPUTADO ESTADUAL";"70007";"AVANTE"
"VILMAR BATISTA DA SILVA";"RIO DE JANEIRO";"DEPUTADO ESTADUAL";"27787";"DEMOCRACIA CRISTA"
"VILMAR LUIZ DE FREITAS";"RIO DE JANEIRO";"DEPUTADO ESTADUAL";"28472";"PARTIDO RENOVADOR TRABALHISTA BRASILEIRO"
"VINICIUS COSTA SOUZA";"SAO PAULO";"DEPUTADO FEDERAL";"2939";"PARTIDO DA CAUSA OPERARIA"
"VINICIUS POLENZ AZEVEDO";"SAO PAULO";"DEPUTADO FEDERAL";"3383";"PARTIDO DA MOBILIZACAO NACIONAL"
"VINICIUS SANTOS TERRA";"ESPIRITO SANTO";"2º SUPLENTE";"144";"PARTIDO TRABALHISTA BRASILEIRO"
"VIRGINIA TERESINHA DE MOURA";"TOCANTINS";"DEPUTADO ESTADUAL";"45561";"PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA"
"VITORIO NOCHI";"SAO PAULO";"DEPUTADO ESTADUAL";"15400";"MOVIMENTO DEMOCRATICO BRASILEIRO"
"VIVIANE DE PAULA";"SAO PAULO";"DEPUTADO ESTADUAL";"27307";"DEMOCRACIA CRISTA"
"VIVIANE SOARES SANTOS";"MINAS GERAIS";"DEPUTADO ESTADUAL";"17034";"PARTIDO SOCIAL LIBERAL"
"VIVIANI SOUSA BARROS";"MATO GROSSO";"DEPUTADO ESTADUAL";"29029";"PARTIDO DA CAUSA OPERARIA"
"WAGNER CAVALCANTE GODOY";"MATO GROSSO";"DEPUTADO ESTADUAL";"77030";"SOLIDARIEDADE"
"WAGNER DOS SANTOS SOARES";"MATO GROSSO DO SUL";"DEPUTADO FEDERAL";"1877";"REDE SUSTENTABILIDADE"
"WAGNER GONCALVES TEIXEIRA";"RONDONIA";"2º SUPLENTE";"350";"PARTIDO DA MULHER BRASILEIRA"
"WALDIR TENORIO JUNIOR";"PERNAMBUCO";"DEPUTADO FEDERAL";"9022";"PARTIDO REPUBLICANO DA ORDEM SOCIAL"
"WALISSON DO NASCIMENTO PERONICO";"DISTRITO FEDERAL";"SENADOR";"144";"PARTIDO TRABALHISTA BRASILEIRO"
"WALKE RODRIGUES ALVES PRADO";"PIAUI";"DEPUTADO FEDERAL";"3683";"PARTIDO TRABALHISTA CRISTAO"
"WALKER MIRANDA ALFAIA";"AMAPA";"DEPUTADO FEDERAL";"4070";"PARTIDO SOCIALISTA BRASILEIRO"
"WALMIRA DE NAZARE SANTOS SOUZA";"PARA";"DEPUTADO ESTADUAL";"10210";"PARTIDO REPUBLICANO BRASILEIRO"
"WALTECIA CASSIANO MACIEL";"RONDONIA";"DEPUTADO ESTADUAL";"35467";"PARTIDO DA MULHER BRASILEIRA"
"WALTER MARQUES SIQUEIRA DE LIMA";"DISTRITO FEDERAL";"DEPUTADO DISTRITAL";"90789";"PARTIDO REPUBLICANO DA ORDEM SOCIAL"
"WALTER PINTO BARDAWIL";"CEARA";"1º SUPLENTE";"190";"PODEMOS"
"WANDERLANE DIAS GOMES";"GOIAS";"DEPUTADO ESTADUAL";"90099";"PARTIDO REPUBLICANO DA ORDEM SOCIAL"
"WANDERLEY LUIZ DA SILVA";"MINAS GERAIS";"DEPUTADO FEDERAL";"5401";"PARTIDO PATRIA LIVRE"
"WANDERSON FERNANDO PEREIRA MIRANDA";"ESPIRITO SANTO";"DEPUTADO FEDERAL";"2777";"DEMOCRACIA CRISTA"
"WASHINGTON JOAO DOS SANTOS";"PARAIBA";"DEPUTADO ESTADUAL";"17555";"PARTIDO SOCIAL LIBERAL"
"WASHINGTON LUCIO DA SILVA";"MINAS GERAIS";"DEPUTADO FEDERAL";"2837";"PARTIDO RENOVADOR TRABALHISTA BRASILEIRO"
"WASINGHTON LUIZ MARTINS";"ESPIRITO SANTO";"DEPUTADO ESTADUAL";"90000";"PARTIDO REPUBLICANO DA ORDEM SOCIAL"
"WELLEN MAUANY BATISTA ROCHA";"GOIAS";"DEPUTADO FEDERAL";"3325";"PARTIDO DA MOBILIZACAO NACIONAL"
